event_id,case_id,timestamp,event_type,user,device,source_ip,destination,process,severity,source,label,description
GEN0031-E4,GEN0031,2026-08-12 02:42:00,dns_query,admin,laptop-70,91.52.210.236,c2.example,powershell.exe,high,dns_log,suspicious,the process queries a domain known to be associated with malware
GEN0031-E5,GEN0031,2026-08-12 02:25:00,analyst_note,admin,laptop-70,91.52.210.236,n/a,n/a,low,analyst_notes,context,no maintenance window was scheduled for this system
GEN0032-E1,GEN0032,2026-06-21 04:25:00,login_failed,admin,server-45,185.248.198.72,vpn-gateway,vpn-client,medium,auth_log,suspicious,a foreign ip address makes several failed attempts against admin
GEN0032-E2,GEN0032,2026-06-21 04:01:00,login_success,admin,server-45,185.248.198.72,vpn-gateway,vpn-client,high,auth_log,suspicious,admin login succeeds moments later from the same foreign ip address
GEN0032-E3,GEN0032,2026-06-21 04:07:00,process_start,admin,server-45,185.248.198.72,server-45,powershell.exe,high,endpoint_log,suspicious,a scripting process is launched right after the login
GEN0032-E4,GEN0032,2026-06-21 04:56:00,dns_query,admin,server-45,185.248.198.72,c2.example,powershell.exe,high,dns_log,suspicious,dns traffic is sent to a malicious c2 domain
GEN0032-E5,GEN0032,2026-06-21 04:11:00,analyst_note,admin,server-45,185.248.198.72,n/a,n/a,low,analyst_notes,context,no maintenance window was scheduled for this system
GEN0033-E1,GEN0033,2026-12-26 02:27:00,login_failed,admin,server-14,185.153.112.89,vpn-gateway,vpn-client,medium,auth_log,suspicious,failed login attempt for admin from a foreign ip address
GEN0033-E2,GEN0033,2026-12-26 02:24:00,login_success,admin,server-14,185.153.112.89,vpn-gateway,vpn-client,high,auth_log,suspicious,admin login succeeds moments later from the same foreign ip address
GEN0033-E3,GEN0033,2026-12-26 02:57:00,process_start,admin,server-14,185.153.112.89,server-14,powershell.exe,high,endpoint_log,suspicious,a scripting process is launched right after the login
GEN0033-E4,GEN0033,2026-12-26 02:36:00,dns_query,admin,server-14,185.153.112.89,c2.example,powershell.exe,high,dns_log,suspicious,the process queries a domain known to be associated with malware
GEN0033-E5,GEN0033,2026-12-26 02:16:00,analyst_note,admin,server-14,185.153.112.89,n/a,n/a,low,analyst_notes,context,no maintenance window was scheduled for this system
GEN0034-E1,GEN0034,2026-09-22 01:23:00,login_failed,admin,laptop-65,185.134.237.207,vpn-gateway,vpn-client,medium,auth_log,suspicious,a foreign ip address makes several failed attempts against admin
GEN0034-E2,GEN0034,2026-09-22 01:04:00,login_success,admin,laptop-65,185.134.237.207,vpn-gateway,vpn-client,high,auth_log,suspicious,admin login succeeds moments later from the same foreign ip address
GEN0034-E3,GEN0034,2026-09-22 01:42:00,process_start,admin,laptop-65,185.134.237.207,laptop-65,powershell.exe,high,endpoint_log,suspicious,a scripting process is launched right after the login
GEN0034-E4,GEN0034,2026-09-22 01:58:00,dns_query,admin,laptop-65,185.134.237.207,c2.example,powershell.exe,high,dns_log,suspicious,dns traffic is sent to a malicious c2 domain
GEN0034-E5,GEN0034,2026-09-22 01:39:00,analyst_note,admin,laptop-65,185.134.237.207,n/a,n/a,low,analyst_notes,context,no maintenance window was scheduled for this system
GEN0035-E1,GEN0035,2026-09-10 03:20:00,login_failed,admin,server-94,185.185.231.77,vpn-gateway,vpn-client,medium,auth_log,suspicious,a foreign ip address makes several failed attempts against admin
GEN0035-E2,GEN0035,2026-09-10 03:44:00,login_success,admin,server-94,185.185.231.77,vpn-gateway,vpn-client,high,auth_log,suspicious,admin login succeeds moments later from the same foreign ip address
GEN0035-E3,GEN0035,2026-09-10 03:18:00,process_start,admin,server-94,185.185.231.77,server-94,powershell.exe,high,endpoint_log,suspicious,a scripting process is launched right after the login
GEN0035-E4,GEN0035,2026-09-10 03:35:00,dns_query,admin,server-94,185.185.231.77,c2.example,powershell.exe,high,dns_log,suspicious,the process queries a domain known to be associated with malware
GEN0035-E5,GEN0035,2026-09-10 03:12:00,analyst_note,admin,server-94,185.185.231.77,n/a,n/a,low,analyst_notes,context,no maintenance window was scheduled for this system
GEN0036-E1,GEN0036,2026-03-20 04:19:00,login_failed,admin,vm-95,103.174.192.232,vpn-gateway,vpn-client,medium,auth_log,suspicious,a foreign ip address makes several failed attempts against admin
GEN0036-E2,GEN0036,2026-03-20 04:35:00,login_success,admin,vm-95,103.174.192.232,vpn-gateway,vpn-client,high,auth_log,suspicious,admin login succeeds moments later from the same foreign ip address
GEN0036-E3,GEN0036,2026-03-20 04:53:00,process_start,admin,vm-95,103.174.192.232,vm-95,powershell.exe,high,endpoint_log,suspicious,a scripting process is launched right after the login
GEN0036-E4,GEN0036,2026-03-20 04:00:00,dns_query,admin,vm-95,103.174.192.232,c2.example,powershell.exe,high,dns_log,suspicious,dns traffic is sent to a malicious c2 domain
GEN0036-E5,GEN0036,2026-03-20 04:18:00,analyst_note,admin,vm-95,103.174.192.232,n/a,n/a,low,analyst_notes,context,no maintenance window was scheduled for this system
GEN0037-E1,GEN0037,2026-11-07 04:30:00,login_failed,admin,workstation-65,45.120.114.114,vpn-gateway,vpn-client,medium,auth_log,suspicious,failed login attempt for admin from a foreign ip address
GEN0037-E2,GEN0037,2026-11-07 04:42:00,login_success,admin,workstation-65,45.120.114.114,vpn-gateway,vpn-client,high,auth_log,suspicious,admin login succeeds moments later from the same foreign ip address
GEN0037-E3,GEN0037,2026-11-07 04:05:00,process_start,admin,workstation-65,45.120.114.114,workstation-65,powershell.exe,high,endpoint_log,suspicious,a scripting process is launched right after the login
GEN0037-E4,GEN0037,2026-11-07 04:18:00,dns_query,admin,workstation-65,45.120.114.114,c2.example,powershell.exe,high,dns_log,suspicious,dns traffic is sent to a malicious c2 domain
GEN0037-E5,GEN0037,2026-11-07 04:05:00,analyst_note,admin,workstation-65,45.120.114.114,n/a,n/a,low,analyst_notes,context,no maintenance window was scheduled for this system
GEN0038-E1,GEN0038,2026-03-01 00:15:00,login_failed,admin,workstation-96,45.58.207.51,vpn-gateway,vpn-client,medium,auth_log,suspicious,a foreign ip address makes several failed attempts against admin
GEN0038-E2,GEN0038,2026-03-01 00:39:00,login_success,admin,workstation-96,45.58.207.51,vpn-gateway,vpn-client,high,auth_log,suspicious,admin login succeeds moments later from the same foreign ip address
GEN0038-E3,GEN0038,2026-03-01 00:54:00,process_start,admin,workstation-96,45.58.207.51,workstation-96,powershell.exe,high,endpoint_log,suspicious,a scripting process is launched right after the login
GEN0038-E4,GEN0038,2026-03-01 00:49:00,dns_query,admin,workstation-96,45.58.207.51,c2.example,powershell.exe,high,dns_log,suspicious,the process queries a domain known to be associated with malware
GEN0038-E5,GEN0038,2026-03-01 00:29:00,analyst_note,admin,workstation-96,45.58.207.51,n/a,n/a,low,analyst_notes,context,no maintenance window was scheduled for this system
GEN0039-E1,GEN0039,2026-08-13 01:09:00,login_failed,admin,vm-90,91.184.179.99,vpn-gateway,vpn-client,medium,auth_log,suspicious,failed login attempt for admin from a foreign ip address
GEN0039-E2,GEN0039,2026-08-13 01:57:00,login_success,admin,vm-90,91.184.179.99,vpn-gateway,vpn-client,high,auth_log,suspicious,admin login succeeds moments later from the same foreign ip address
GEN0039-E3,GEN0039,2026-08-13 01:48:00,process_start,admin,vm-90,91.184.179.99,vm-90,powershell.exe,high,endpoint_log,suspicious,a scripting process is launched right after the login
GEN0039-E4,GEN0039,2026-08-13 01:55:00,dns_query,admin,vm-90,91.184.179.99,c2.example,powershell.exe,high,dns_log,suspicious,the process queries a domain known to be associated with malware
GEN0039-E5,GEN0039,2026-08-13 01:49:00,analyst_note,admin,vm-90,91.184.179.99,n/a,n/a,low,analyst_notes,context,no maintenance window was scheduled for this system
GEN0040-E1,GEN0040,2026-09-15 00:35:00,login_failed,admin,vm-38,91.206.246.179,vpn-gateway,vpn-client,medium,auth_log,suspicious,failed login attempt for admin from a foreign ip address
GEN0040-E2,GEN0040,2026-09-15 00:58:00,login_success,admin,vm-38,91.206.246.179,vpn-gateway,vpn-client,high,auth_log,suspicious,admin login succeeds moments later from the same foreign ip address
GEN0040-E3,GEN0040,2026-09-15 00:54:00,process_start,admin,vm-38,91.206.246.179,vm-38,powershell.exe,high,endpoint_log,suspicious,a scripting process is launched right after the login
GEN0040-E4,GEN0040,2026-09-15 00:07:00,dns_query,admin,vm-38,91.206.246.179,c2.example,powershell.exe,high,dns_log,suspicious,dns traffic is sent to a malicious c2 domain
GEN0040-E5,GEN0040,2026-09-15 00:08:00,analyst_note,admin,vm-38,91.206.246.179,n/a,n/a,low,analyst_notes,context,no maintenance window was scheduled for this system
GEN0041-E1,GEN0041,2026-09-15 01:47:00,login_success,hayden69,server-66,10.0.7.214,vpn-gateway,vpn-client,medium,auth_log,benign,hayden69 (IT admin) logs in from the internal corporate network
GEN0041-E2,GEN0041,2026-09-15 01:55:00,process_start,hayden69,server-66,10.0.7.214,server-66,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0041-E3,GEN0041,2026-09-15 01:28:00,dns_query,hayden69,server-66,10.0.7.214,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0041-E4,GEN0041,2026-09-15 01:16:00,analyst_note,hayden69,server-66,10.0.7.214,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0042-E1,GEN0042,2026-04-09 23:04:00,login_success,rowan91,server-76,10.0.8.162,vpn-gateway,vpn-client,medium,auth_log,benign,rowan91 (IT admin) logs in from the internal corporate network
GEN0042-E2,GEN0042,2026-04-09 23:45:00,process_start,rowan91,server-76,10.0.8.162,server-76,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0042-E3,GEN0042,2026-04-09 23:15:00,dns_query,rowan91,server-76,10.0.8.162,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0042-E4,GEN0042,2026-04-09 23:17:00,analyst_note,rowan91,server-76,10.0.8.162,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0043-E1,GEN0043,2026-07-23 01:45:00,login_success,casey79,laptop-27,10.0.3.61,vpn-gateway,vpn-client,medium,auth_log,benign,casey79 (IT admin) logs in from the internal corporate network
GEN0043-E2,GEN0043,2026-07-23 01:13:00,process_start,casey79,laptop-27,10.0.3.61,laptop-27,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0043-E3,GEN0043,2026-07-23 01:26:00,dns_query,casey79,laptop-27,10.0.3.61,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0043-E4,GEN0043,2026-07-23 01:26:00,analyst_note,casey79,laptop-27,10.0.3.61,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0044-E1,GEN0044,2026-07-13 00:54:00,login_success,drew69,vm-17,10.0.4.215,vpn-gateway,vpn-client,medium,auth_log,benign,drew69 (IT admin) logs in from the internal corporate network
GEN0044-E2,GEN0044,2026-07-13 00:56:00,process_start,drew69,vm-17,10.0.4.215,vm-17,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0044-E3,GEN0044,2026-07-13 00:30:00,dns_query,drew69,vm-17,10.0.4.215,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0044-E4,GEN0044,2026-07-13 00:00:00,analyst_note,drew69,vm-17,10.0.4.215,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0045-E1,GEN0045,2026-04-09 23:31:00,login_success,morgan59,vm-78,10.0.4.126,vpn-gateway,vpn-client,medium,auth_log,benign,morgan59 (IT admin) logs in from the internal corporate network
GEN0045-E2,GEN0045,2026-04-09 23:01:00,process_start,morgan59,vm-78,10.0.4.126,vm-78,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0045-E3,GEN0045,2026-04-09 23:21:00,dns_query,morgan59,vm-78,10.0.4.126,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0045-E4,GEN0045,2026-04-09 23:42:00,analyst_note,morgan59,vm-78,10.0.4.126,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0046-E1,GEN0046,2026-07-19 00:05:00,login_success,skyler31,vm-26,10.0.1.234,vpn-gateway,vpn-client,medium,auth_log,benign,skyler31 (IT admin) logs in from the internal corporate network
GEN0046-E2,GEN0046,2026-07-19 00:41:00,process_start,skyler31,vm-26,10.0.1.234,vm-26,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0046-E3,GEN0046,2026-07-19 00:08:00,dns_query,skyler31,vm-26,10.0.1.234,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0046-E4,GEN0046,2026-07-19 00:55:00,analyst_note,skyler31,vm-26,10.0.1.234,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0047-E1,GEN0047,2026-08-11 22:48:00,login_success,sam16,server-58,10.0.6.56,vpn-gateway,vpn-client,medium,auth_log,benign,sam16 (IT admin) logs in from the internal corporate network
GEN0047-E2,GEN0047,2026-08-11 22:56:00,process_start,sam16,server-58,10.0.6.56,server-58,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0047-E3,GEN0047,2026-08-11 22:17:00,dns_query,sam16,server-58,10.0.6.56,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0047-E4,GEN0047,2026-08-11 22:48:00,analyst_note,sam16,server-58,10.0.6.56,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0048-E1,GEN0048,2026-06-08 00:49:00,login_success,morgan20,vm-12,10.0.1.245,vpn-gateway,vpn-client,medium,auth_log,benign,morgan20 (IT admin) logs in from the internal corporate network
GEN0048-E2,GEN0048,2026-06-08 00:41:00,process_start,morgan20,vm-12,10.0.1.245,vm-12,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0048-E3,GEN0048,2026-06-08 00:48:00,dns_query,morgan20,vm-12,10.0.1.245,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0048-E4,GEN0048,2026-06-08 00:01:00,analyst_note,morgan20,vm-12,10.0.1.245,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0049-E1,GEN0049,2026-11-04 01:29:00,login_success,taylor12,workstation-40,10.0.3.123,vpn-gateway,vpn-client,medium,auth_log,benign,taylor12 (IT admin) logs in from the internal corporate network
GEN0049-E2,GEN0049,2026-11-04 01:44:00,process_start,taylor12,workstation-40,10.0.3.123,workstation-40,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0049-E3,GEN0049,2026-11-04 01:49:00,dns_query,taylor12,workstation-40,10.0.3.123,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0049-E4,GEN0049,2026-11-04 01:23:00,analyst_note,taylor12,workstation-40,10.0.3.123,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0050-E1,GEN0050,2026-10-01 22:36:00,login_success,avery87,laptop-30,10.0.5.29,vpn-gateway,vpn-client,medium,auth_log,benign,avery87 (IT admin) logs in from the internal corporate network
GEN0050-E2,GEN0050,2026-10-01 22:43:00,process_start,avery87,laptop-30,10.0.5.29,laptop-30,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0050-E3,GEN0050,2026-10-01 22:25:00,dns_query,avery87,laptop-30,10.0.5.29,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0050-E4,GEN0050,2026-10-01 22:45:00,analyst_note,avery87,laptop-30,10.0.5.29,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0051-E1,GEN0051,2026-11-20 00:50:00,login_success,jordan85,workstation-23,10.0.5.219,vpn-gateway,vpn-client,medium,auth_log,benign,jordan85 (IT admin) logs in from the internal corporate network
GEN0051-E2,GEN0051,2026-11-20 00:36:00,process_start,jordan85,workstation-23,10.0.5.219,workstation-23,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0051-E3,GEN0051,2026-11-20 00:22:00,dns_query,jordan85,workstation-23,10.0.5.219,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0051-E4,GEN0051,2026-11-20 00:34:00,analyst_note,jordan85,workstation-23,10.0.5.219,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0052-E1,GEN0052,2026-07-27 23:06:00,login_success,reese57,laptop-74,10.0.6.5,vpn-gateway,vpn-client,medium,auth_log,benign,reese57 (IT admin) logs in from the internal corporate network
GEN0052-E2,GEN0052,2026-07-27 23:27:00,process_start,reese57,laptop-74,10.0.6.5,laptop-74,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0052-E3,GEN0052,2026-07-27 23:40:00,dns_query,reese57,laptop-74,10.0.6.5,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0052-E4,GEN0052,2026-07-27 23:57:00,analyst_note,reese57,laptop-74,10.0.6.5,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0053-E1,GEN0053,2026-09-25 23:29:00,login_success,skyler29,vm-32,10.0.5.159,vpn-gateway,vpn-client,medium,auth_log,benign,skyler29 (IT admin) logs in from the internal corporate network
GEN0053-E2,GEN0053,2026-09-25 23:27:00,process_start,skyler29,vm-32,10.0.5.159,vm-32,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0053-E3,GEN0053,2026-09-25 23:20:00,dns_query,skyler29,vm-32,10.0.5.159,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0053-E4,GEN0053,2026-09-25 23:54:00,analyst_note,skyler29,vm-32,10.0.5.159,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0054-E1,GEN0054,2026-08-19 23:21:00,login_success,rowan21,server-67,10.0.4.194,vpn-gateway,vpn-client,medium,auth_log,benign,rowan21 (IT admin) logs in from the internal corporate network
GEN0054-E2,GEN0054,2026-08-19 23:01:00,process_start,rowan21,server-67,10.0.4.194,server-67,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0054-E3,GEN0054,2026-08-19 23:54:00,dns_query,rowan21,server-67,10.0.4.194,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0054-E4,GEN0054,2026-08-19 23:20:00,analyst_note,rowan21,server-67,10.0.4.194,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0055-E1,GEN0055,2026-10-23 22:35:00,login_success,quinn37,server-43,10.0.6.73,vpn-gateway,vpn-client,medium,auth_log,benign,quinn37 (IT admin) logs in from the internal corporate network
GEN0055-E2,GEN0055,2026-10-23 22:00:00,process_start,quinn37,server-43,10.0.6.73,server-43,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0055-E3,GEN0055,2026-10-23 22:05:00,dns_query,quinn37,server-43,10.0.6.73,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0055-E4,GEN0055,2026-10-23 22:15:00,analyst_note,quinn37,server-43,10.0.6.73,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0056-E1,GEN0056,2026-12-16 23:50:00,login_success,quinn81,workstation-98,10.0.8.167,vpn-gateway,vpn-client,medium,auth_log,benign,quinn81 (IT admin) logs in from the internal corporate network
GEN0056-E2,GEN0056,2026-12-16 23:01:00,process_start,quinn81,workstation-98,10.0.8.167,workstation-98,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0056-E3,GEN0056,2026-12-16 23:18:00,dns_query,quinn81,workstation-98,10.0.8.167,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0056-E4,GEN0056,2026-12-16 23:14:00,analyst_note,quinn81,workstation-98,10.0.8.167,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0057-E1,GEN0057,2026-09-17 22:27:00,login_success,skyler41,server-94,10.0.6.123,vpn-gateway,vpn-client,medium,auth_log,benign,skyler41 (IT admin) logs in from the internal corporate network
GEN0057-E2,GEN0057,2026-09-17 22:47:00,process_start,skyler41,server-94,10.0.6.123,server-94,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0057-E3,GEN0057,2026-09-17 22:22:00,dns_query,skyler41,server-94,10.0.6.123,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0057-E4,GEN0057,2026-09-17 22:44:00,analyst_note,skyler41,server-94,10.0.6.123,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0058-E1,GEN0058,2026-04-11 00:47:00,login_success,morgan49,server-39,10.0.2.186,vpn-gateway,vpn-client,medium,auth_log,benign,morgan49 (IT admin) logs in from the internal corporate network
GEN0058-E2,GEN0058,2026-04-11 00:34:00,process_start,morgan49,server-39,10.0.2.186,server-39,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0058-E3,GEN0058,2026-04-11 00:12:00,dns_query,morgan49,server-39,10.0.2.186,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0058-E4,GEN0058,2026-04-11 00:13:00,analyst_note,morgan49,server-39,10.0.2.186,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0059-E1,GEN0059,2026-04-12 01:19:00,login_success,morgan85,server-22,10.0.4.77,vpn-gateway,vpn-client,medium,auth_log,benign,morgan85 (IT admin) logs in from the internal corporate network
GEN0059-E2,GEN0059,2026-04-12 01:00:00,process_start,morgan85,server-22,10.0.4.77,server-22,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0059-E3,GEN0059,2026-04-12 01:17:00,dns_query,morgan85,server-22,10.0.4.77,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0059-E4,GEN0059,2026-04-12 01:02:00,analyst_note,morgan85,server-22,10.0.4.77,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0060-E1,GEN0060,2026-01-19 22:30:00,login_success,drew47,workstation-91,10.0.8.28,vpn-gateway,vpn-client,medium,auth_log,benign,drew47 (IT admin) logs in from the internal corporate network
GEN0060-E2,GEN0060,2026-01-19 22:30:00,process_start,drew47,workstation-91,10.0.8.28,workstation-91,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0060-E3,GEN0060,2026-01-19 22:21:00,dns_query,drew47,workstation-91,10.0.8.28,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0060-E4,GEN0060,2026-01-19 22:11:00,analyst_note,drew47,workstation-91,10.0.8.28,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0061-E1,GEN0061,2026-02-19 00:09:00,login_success,morgan71,laptop-18,10.0.7.127,vpn-gateway,vpn-client,medium,auth_log,benign,morgan71 (IT admin) logs in from the internal corporate network
GEN0061-E2,GEN0061,2026-02-19 00:09:00,process_start,morgan71,laptop-18,10.0.7.127,laptop-18,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0061-E3,GEN0061,2026-02-19 00:05:00,dns_query,morgan71,laptop-18,10.0.7.127,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0061-E4,GEN0061,2026-02-19 00:15:00,analyst_note,morgan71,laptop-18,10.0.7.127,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0062-E1,GEN0062,2026-08-10 23:19:00,login_success,drew63,workstation-76,10.0.7.117,vpn-gateway,vpn-client,medium,auth_log,benign,drew63 (IT admin) logs in from the internal corporate network
GEN0062-E2,GEN0062,2026-08-10 23:36:00,process_start,drew63,workstation-76,10.0.7.117,workstation-76,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0062-E3,GEN0062,2026-08-10 23:39:00,dns_query,drew63,workstation-76,10.0.7.117,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0062-E4,GEN0062,2026-08-10 23:47:00,analyst_note,drew63,workstation-76,10.0.7.117,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0063-E1,GEN0063,2026-04-06 00:10:00,login_success,hayden36,workstation-43,10.0.2.42,vpn-gateway,vpn-client,medium,auth_log,benign,hayden36 (IT admin) logs in from the internal corporate network
GEN0063-E2,GEN0063,2026-04-06 00:00:00,process_start,hayden36,workstation-43,10.0.2.42,workstation-43,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0063-E3,GEN0063,2026-04-06 00:28:00,dns_query,hayden36,workstation-43,10.0.2.42,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0063-E4,GEN0063,2026-04-06 00:44:00,analyst_note,hayden36,workstation-43,10.0.2.42,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0064-E1,GEN0064,2026-08-03 01:16:00,login_success,morgan14,workstation-46,10.0.5.181,vpn-gateway,vpn-client,medium,auth_log,benign,morgan14 (IT admin) logs in from the internal corporate network
GEN0064-E2,GEN0064,2026-08-03 01:50:00,process_start,morgan14,workstation-46,10.0.5.181,workstation-46,powershell.exe,medium,endpoint_log,benign,powershell starts to run a scheduled patch process
GEN0064-E3,GEN0064,2026-08-03 01:27:00,dns_query,morgan14,workstation-46,10.0.5.181,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0064-E4,GEN0064,2026-08-03 01:07:00,analyst_note,morgan14,workstation-46,10.0.5.181,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0065-E1,GEN0065,2026-03-26 22:38:00,login_success,reese29,server-28,10.0.2.17,vpn-gateway,vpn-client,medium,auth_log,benign,reese29 (IT admin) logs in from the internal corporate network
GEN0065-E2,GEN0065,2026-03-26 22:47:00,process_start,reese29,server-28,10.0.2.17,server-28,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0065-E3,GEN0065,2026-03-26 22:28:00,dns_query,reese29,server-28,10.0.2.17,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0065-E4,GEN0065,2026-03-26 22:07:00,analyst_note,reese29,server-28,10.0.2.17,n/a,n/a,low,analyst_notes,context,an approved maintenance ticket covers this activity
GEN0066-E1,GEN0066,2026-02-20 00:56:00,login_success,skyler48,vm-44,10.0.8.114,vpn-gateway,vpn-client,medium,auth_log,benign,skyler48 (IT admin) logs in from the internal corporate network
GEN0066-E2,GEN0066,2026-02-20 00:27:00,process_start,skyler48,vm-44,10.0.8.114,vm-44,powershell.exe,medium,endpoint_log,benign,a scheduled patch process begins via powershell
GEN0066-E3,GEN0066,2026-02-20 00:38:00,dns_query,skyler48,vm-44,10.0.8.114,updates.company-internal.com,wusa.exe,low,dns_log,benign,the process contacts the company's own internal update server
GEN0066-E4,GEN0066,2026-02-20 00:16:00,analyst_note,skyler48,vm-44,10.0.8.114,n/a,n/a,low,analyst_notes,context,a maintenance ticket authorizes this exact time window
GEN0067-E1,GEN0067,2026-01-25 01:30:00,login_success,jordan39,laptop-96,10.0.5.149,vpn-gateway,vpn-client,medium,auth_log,benign,jordan39 (IT admin) logs in from the internal corporate network
